time, best, up, low
2017-11-03, 0.0418007, 0.0438157, 0.0397858
2017-11-05, 0.0417865, 0.0438025, 0.0397704
2017-11-06, 0.0417723, 0.0437895, 0.0397551
2017-11-08, 0.0417582, 0.0437765, 0.0397399
2017-11-09, 0.0417442, 0.0437636, 0.0397248
2017-11-10, 0.0417303, 0.0437509, 0.0397097
2017-11-12, 0.0417165, 0.0437382, 0.0396948
2017-11-13, 0.0417028, 0.0437256, 0.03968
2017-11-15, 0.0416892, 0.0437131, 0.0396653
2017-11-16, 0.0416757, 0.0437007, 0.0396507
2017-11-17, 0.0416623, 0.0436883, 0.0396362
2017-11-19, 0.041649, 0.0436761, 0.0396218
2017-11-20, 0.0416357, 0.0436639, 0.0396075
2017-11-22, 0.0416226, 0.0436518, 0.0395933
2017-11-23, 0.0416095, 0.0436398, 0.0395792
2017-11-24, 0.0415966, 0.0436279, 0.0395652
2017-11-26, 0.0415837, 0.0436161, 0.0395513
2017-11-27, 0.0415709, 0.0436044, 0.0395375
2017-11-28, 0.0415582, 0.0435927, 0.0395238
2017-11-30, 0.0415456, 0.0435811, 0.0395102
2017-12-01, 0.0415331, 0.0435696, 0.0394966
2017-12-03, 0.0415207, 0.0435582, 0.0394832
2017-12-04, 0.0415084, 0.0435469, 0.0394698
2017-12-05, 0.0414961, 0.0435357, 0.0394566
2017-12-07, 0.0414839, 0.0435245, 0.0394434
2017-12-08, 0.0414719, 0.0435134, 0.0394303
2017-12-10, 0.0414599, 0.0435024, 0.0394174
2017-12-11, 0.0414479, 0.0434914, 0.0394045
2017-12-12, 0.0414361, 0.0434806, 0.0393917
2017-12-14, 0.0414244, 0.0434698, 0.0393789
2017-12-15, 0.0414127, 0.0434591, 0.0393663
2017-12-17, 0.0414011, 0.0434484, 0.0393538
2017-12-18, 0.0413896, 0.0434379, 0.0393413
2017-12-19, 0.0413782, 0.0434274, 0.0393289
2017-12-21, 0.0413668, 0.043417, 0.0393166
2017-12-22, 0.0413555, 0.0434066, 0.0393044
