bin_low_edge, bin_center, best, 0p5, 0p6, 0p7, 0p8, 0p9, 1p1, 1p2, 1p3, 1p4, 1p5
90300, 90307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90315, 90322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90330, 90337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90345, 90352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90360, 90367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90375, 90382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90390, 90397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90405, 90412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90420, 90427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90435, 90442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90450, 90457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90465, 90472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90480, 90487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90495, 90502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90510, 90517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90525, 90532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90540, 90547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90555, 90562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90570, 90577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90585, 90592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90600, 90607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90615, 90622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90630, 90637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90645, 90652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90660, 90667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90675, 90682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90690, 90697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90705, 90712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90720, 90727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90735, 90742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90750, 90757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90765, 90772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90780, 90787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90795, 90802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90810, 90817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90825, 90832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90840, 90847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90855, 90862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90870, 90877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90885, 90892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90900, 90907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90915, 90922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90930, 90937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90945, 90952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90960, 90967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90975, 90982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90990, 90997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91005, 91012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91020, 91027.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91035, 91042.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91050, 91057.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91065, 91072.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91080, 91087.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91095, 91102.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91110, 91117.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91125, 91132.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91140, 91147.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91155, 91162.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91170, 91177.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91185, 91192.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91200, 91207.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91215, 91222.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91230, 91237.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91245, 91252.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91260, 91267.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91275, 91282.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91290, 91297.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91305, 91312.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91320, 91327.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91335, 91342.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91350, 91357.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91365, 91372.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91380, 91387.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91395, 91402.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91410, 91417.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91425, 91432.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91440, 91447.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91455, 91462.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91470, 91477.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91485, 91492.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91500, 91507.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91515, 91522.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91530, 91537.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91545, 91552.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91560, 91567.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91575, 91582.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91590, 91597.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91605, 91612.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91620, 91627.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91635, 91642.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91650, 91657.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91665, 91672.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91680, 91687.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91695, 91702.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91710, 91717.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91725, 91732.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91740, 91747.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91755, 91762.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91770, 91777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91785, 91792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91800, 91807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91815, 91822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91830, 91837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91845, 91852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91860, 91867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91875, 91882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91890, 91897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91905, 91912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91920, 91927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91935, 91942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91950, 91957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91965, 91972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91980, 91987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91995, 92002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92010, 92017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92025, 92032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92040, 92047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92055, 92062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92070, 92077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92085, 92092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92100, 92107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92115, 92122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92130, 92137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92145, 92152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92160, 92167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92175, 92182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92190, 92197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92205, 92212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92220, 92227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92235, 92242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92250, 92257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92265, 92272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92280, 92287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92295, 92302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92310, 92317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92325, 92332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92340, 92347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92355, 92362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92370, 92377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92385, 92392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92400, 92407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92415, 92422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92430, 92437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92445, 92452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92460, 92467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92475, 92482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92490, 92497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92505, 92512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92520, 92527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92535, 92542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92550, 92557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92565, 92572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92580, 92587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92595, 92602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92610, 92617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92625, 92632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92640, 92647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92655, 92662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92670, 92677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92685, 92692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92700, 92707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92715, 92722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92730, 92737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92745, 92752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92760, 92767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92775, 92782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92790, 92797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92805, 92812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92820, 92827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92835, 92842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92850, 92857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92865, 92872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92880, 92887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92895, 92902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92910, 92917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92925, 92932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92940, 92947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92955, 92962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92970, 92977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
92985, 92992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93000, 93007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93015, 93022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93030, 93037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93045, 93052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93060, 93067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93075, 93082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93090, 93097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93105, 93112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93120, 93127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93135, 93142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93150, 93157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93165, 93172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93180, 93187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93195, 93202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93210, 93217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93225, 93232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93240, 93247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93255, 93262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93270, 93277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93285, 93292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93300, 93307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93315, 93322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93330, 93337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93345, 93352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93360, 93367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93375, 93382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93390, 93397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93405, 93412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93420, 93427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93435, 93442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93450, 93457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93465, 93472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93480, 93487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93495, 93502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93510, 93517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93525, 93532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93540, 93547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93555, 93562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93570, 93577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93585, 93592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93600, 93607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93615, 93622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93630, 93637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93645, 93652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93660, 93667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93675, 93682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93690, 93697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93705, 93712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93720, 93727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93735, 93742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93750, 93757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93765, 93772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93780, 93787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93795, 93802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93810, 93817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93825, 93832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93840, 93847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93855, 93862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93870, 93877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93885, 93892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93900, 93907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93915, 93922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93930, 93937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93945, 93952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93960, 93967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93975, 93982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93990, 93997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94005, 94012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94020, 94027.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94035, 94042.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94050, 94057.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94065, 94072.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94080, 94087.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94095, 94102.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94110, 94117.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94125, 94132.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94140, 94147.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94155, 94162.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94170, 94177.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94185, 94192.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94200, 94207.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94215, 94222.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94230, 94237.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94245, 94252.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94260, 94267.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94275, 94282.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94290, 94297.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94305, 94312.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94320, 94327.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94335, 94342.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94350, 94357.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94365, 94372.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94380, 94387.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94395, 94402.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94410, 94417.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94425, 94432.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94440, 94447.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94455, 94462.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94470, 94477.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94485, 94492.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94500, 94507.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94515, 94522.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94530, 94537.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94545, 94552.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94560, 94567.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94575, 94582.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94590, 94597.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94605, 94612.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94620, 94627.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94635, 94642.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94650, 94657.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94665, 94672.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94680, 94687.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94695, 94702.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94710, 94717.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94725, 94732.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94740, 94747.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94755, 94762.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94770, 94777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94785, 94792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94800, 94807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94815, 94822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94830, 94837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94845, 94852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94860, 94867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94875, 94882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94890, 94897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94905, 94912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94920, 94927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94935, 94942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94950, 94957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94965, 94972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94980, 94987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94995, 95002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95010, 95017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95025, 95032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95040, 95047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95055, 95062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95070, 95077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95085, 95092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95100, 95107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95115, 95122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95130, 95137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95145, 95152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95160, 95167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95175, 95182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95190, 95197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95205, 95212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95220, 95227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95235, 95242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95250, 95257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
